service_id,date,exception_type
20230821_MTWTF--_49,20231114,1
20230821_MTWTF--_50,20231114,1
20230823_MTWTF--_83,20231114,1
20220522_MTWTF--_1,20231115,1
20220522_MTWTF--_2,20231115,1
20220522_MTWTF--_3,20231115,1
20220904_--W----_82,20231115,1
20220904_--WT---_10,20231115,1
20220904_M-W-F--_11,20231115,1
20220904_MTW-F--_14,20231115,1
20220904_MTWT---_15,20231115,1
20220904_MTWTF--_16,20231115,1
20220904_MTWTF--_19,20231115,1
20220904_MTWTF--_27,20231115,1
20220905_MTWTF--_28,20231115,1
20220905_MTWTF--_38,20231115,1
20220926_M-W-F--_36,20231115,1
20230820_MTWTF--_42,20231115,1
20230821_MTWTF--_49,20231115,1
20230821_MTWTF--_50,20231115,1
20230823_MTWTF--_83,20231115,1
20220522_MTWTF--_1,20231116,1
20220522_MTWTF--_2,20231116,1
20220522_MTWTF--_3,20231116,1
20220904_---T---_9,20231116,1
20220904_--WT---_10,20231116,1
20220904_MT-TF--_13,20231116,1
20220904_MTWT---_15,20231116,1
20220904_MTWTF--_16,20231116,1
20220904_MTWTF--_19,20231116,1
20220904_MTWTF--_27,20231116,1
20220905_MTWTF--_28,20231116,1
20220905_MTWTF--_38,20231116,1
20220926_---T---_35,20231116,1
20230820_MTWTF--_42,20231116,1
20230821_MTWTF--_49,20231116,1
20230821_MTWTF--_50,20231116,1
20230823_MTWTF--_83,20231116,1
20220522_MTWTF--_1,20231117,1
20220522_MTWTF--_2,20231117,1
20220522_MTWTF--_3,20231117,1
20220904_----F--_8,20231117,1
20220904_M-W-F--_11,20231117,1
20220904_MT--F--_12,20231117,1
20220904_MT-TF--_13,20231117,1
20220904_MTW-F--_14,20231117,1
20220904_MTWTF--_16,20231117,1
20220904_MTWTF--_19,20231117,1
20220904_MTWTF--_27,20231117,1
20220905_MTWTF--_28,20231117,1
20220905_MTWTF--_38,20231117,1
20220926_M-W-F--_36,20231117,1
20230820_----F--_41,20231117,1
20230820_MTWTF--_42,20231117,1
20230821_MTWTF--_49,20231117,1
20230821_MTWTF--_50,20231117,1
20230823_MTWTF--_83,20231117,1
20230831_----F--_85,20231117,1
20230928_----F--_91,20231117,1
20220522_-----S-_5,20231118,1
20220904_-----S-_17,20231118,1
20220904_-----S-_26,20231118,1
20220904_-----S-_7,20231118,1
20230820_-----S-_40,20231118,1
20230820_-----S-_43,20231118,1
20230821_-----S-_51,20231118,1
20230928_-----S-_90,20231118,1
20220522_------S_4,20231119,1
20220904_------S_18,20231119,1
20220926_------S_34,20231119,1
20230820_------S_39,20231119,1
20230831_------S_84,20231119,1
20220522_MTWTF--_1,20231120,1
20220522_MTWTF--_2,20231120,1
20220522_MTWTF--_3,20231120,1
20220904_M-W-F--_11,20231120,1
20220904_MT--F--_12,20231120,1
20220904_MT-TF--_13,20231120,1
20220904_MTW-F--_14,20231120,1
20220904_MTWT---_15,20231120,1
20220904_MTWTF--_16,20231120,1
20220904_MTWTF--_19,20231120,1
20220904_MTWTF--_27,20231120,1
20220905_MTWTF--_28,20231120,1
20220905_MTWTF--_38,20231120,1
20220926_M-W-F--_36,20231120,1
20230820_MTWTF--_42,20231120,1
20230821_MTWTF--_49,20231120,1
20230821_MTWTF--_50,20231120,1
20230823_MTWTF--_83,20231120,1
20220522_MTWTF--_1,20231121,1
20220522_MTWTF--_2,20231121,1
20220522_MTWTF--_3,20231121,1
20220904_-T-----_23,20231121,1
20220904_MT--F--_12,20231121,1
20220904_MT-TF--_13,20231121,1
20220904_MTW-F--_14,20231121,1
20220904_MTWT---_15,20231121,1
20220904_MTWTF--_16,20231121,1
20220904_MTWTF--_19,20231121,1
20220904_MTWTF--_27,20231121,1
20220905_MTWTF--_28,20231121,1
20220905_MTWTF--_38,20231121,1
20230820_MTWTF--_42,20231121,1
20230821_MTWTF--_49,20231121,1
20230821_MTWTF--_50,20231121,1
20230823_MTWTF--_83,20231121,1
20220522_MTWTF--_1,20231122,1
20220522_MTWTF--_2,20231122,1
20220522_MTWTF--_3,20231122,1
20220904_--W----_82,20231122,1
20220904_--WT---_10,20231122,1
20220904_M-W-F--_11,20231122,1
20220904_MTW-F--_14,20231122,1
20220904_MTWT---_15,20231122,1
20220904_MTWTF--_16,20231122,1
20220904_MTWTF--_19,20231122,1
20220904_MTWTF--_27,20231122,1
20220905_MTWTF--_28,20231122,1
20220905_MTWTF--_38,20231122,1
20220926_M-W-F--_36,20231122,1
20230820_MTWTF--_42,20231122,1
20230821_MTWTF--_49,20231122,1
20230821_MTWTF--_50,20231122,1
20230823_MTWTF--_83,20231122,1
20220522_MTWTF--_1,20231123,1
20220522_MTWTF--_2,20231123,1
20220522_MTWTF--_3,20231123,1
20220904_---T---_9,20231123,1
20220904_--WT---_10,20231123,1
20220904_MT-TF--_13,20231123,1
20220904_MTWT---_15,20231123,1
20220904_MTWTF--_16,20231123,1
20220904_MTWTF--_19,20231123,1
20220904_MTWTF--_27,20231123,1
20220905_MTWTF--_28,20231123,1
20220905_MTWTF--_38,20231123,1
20220926_---T---_35,20231123,1
20230820_MTWTF--_42,20231123,1
20230821_MTWTF--_49,20231123,1
20230821_MTWTF--_50,20231123,1
20230823_MTWTF--_83,20231123,1
20220522_MTWTF--_1,20231124,1
20220522_MTWTF--_2,20231124,1
20220522_MTWTF--_3,20231124,1
20220904_----F--_8,20231124,1
20220904_M-W-F--_11,20231124,1
20220904_MT--F--_12,20231124,1
20220904_MT-TF--_13,20231124,1
20220904_MTW-F--_14,20231124,1
20220904_MTWTF--_16,20231124,1
20220904_MTWTF--_19,20231124,1
20220904_MTWTF--_27,20231124,1
20220905_MTWTF--_28,20231124,1
20220905_MTWTF--_38,20231124,1
20220926_M-W-F--_36,20231124,1
20230820_----F--_41,20231124,1
20230820_MTWTF--_42,20231124,1
20230821_MTWTF--_49,20231124,1
20230821_MTWTF--_50,20231124,1
20230823_MTWTF--_83,20231124,1
20230831_----F--_85,20231124,1
20230928_----F--_91,20231124,1
20220522_-----S-_5,20231125,1
20220904_-----S-_17,20231125,1
20220904_-----S-_26,20231125,1
20220904_-----S-_7,20231125,1
20230820_-----S-_40,20231125,1
20230820_-----S-_43,20231125,1
20230821_-----S-_51,20231125,1
20230928_-----S-_90,20231125,1
20220522_------S_4,20231126,1
20220904_------S_18,20231126,1
20220926_------S_34,20231126,1
20230820_------S_39,20231126,1
20230831_------S_84,20231126,1
20220522_MTWTF--_1,20231127,1
20220522_MTWTF--_2,20231127,1
20220522_MTWTF--_3,20231127,1
20220904_M-W-F--_11,20231127,1
20220904_MT--F--_12,20231127,1
20220904_MT-TF--_13,20231127,1
20220904_MTW-F--_14,20231127,1
20220904_MTWT---_15,20231127,1
20220904_MTWTF--_16,20231127,1
20220904_MTWTF--_19,20231127,1
20220904_MTWTF--_27,20231127,1
20220905_MTWTF--_28,20231127,1
20220905_MTWTF--_38,20231127,1
20220926_M-W-F--_36,20231127,1
20230820_MTWTF--_42,20231127,1
20230821_MTWTF--_49,20231127,1
20230821_MTWTF--_50,20231127,1
20230823_MTWTF--_83,20231127,1
20220522_MTWTF--_1,20231128,1
20220522_MTWTF--_2,20231128,1
20220522_MTWTF--_3,20231128,1
20220904_MT--F--_12,20231128,1
20220904_MT-TF--_13,20231128,1
20220904_MTW-F--_14,20231128,1
20220904_MTWT---_15,20231128,1
20220904_MTWTF--_16,20231128,1
20220904_MTWTF--_19,20231128,1
20220904_MTWTF--_27,20231128,1
20220905_MTWTF--_28,20231128,1
20220905_MTWTF--_38,20231128,1
20230820_MTWTF--_42,20231128,1
20230821_MTWTF--_49,20231128,1
20230821_MTWTF--_50,20231128,1
20230823_MTWTF--_83,20231128,1
20220522_MTWTF--_1,20231129,1
20220522_MTWTF--_2,20231129,1
20220522_MTWTF--_3,20231129,1
20220904_--W----_82,20231129,1
20220904_--WT---_10,20231129,1
20220904_M-W-F--_11,20231129,1
20220904_MTW-F--_14,20231129,1
20220904_MTWT---_15,20231129,1
20220904_MTWTF--_16,20231129,1
20220904_MTWTF--_19,20231129,1
20220904_MTWTF--_27,20231129,1
20220905_MTWTF--_28,20231129,1
20220905_MTWTF--_38,20231129,1
20220926_M-W-F--_36,20231129,1
20230820_MTWTF--_42,20231129,1
20230821_MTWTF--_49,20231129,1
20230821_MTWTF--_50,20231129,1
20230823_MTWTF--_83,20231129,1
20220522_MTWTF--_1,20231130,1
20220522_MTWTF--_2,20231130,1
20220522_MTWTF--_3,20231130,1
20220904_---T---_9,20231130,1
20220904_--WT---_10,20231130,1
20220904_MT-TF--_13,20231130,1
20220904_MTWT---_15,20231130,1
20220904_MTWTF--_16,20231130,1
20220904_MTWTF--_19,20231130,1
20220904_MTWTF--_27,20231130,1
20220905_MTWTF--_28,20231130,1
20220905_MTWTF--_38,20231130,1
20220926_---T---_35,20231130,1
20230820_MTWTF--_42,20231130,1
20230821_MTWTF--_49,20231130,1
20230821_MTWTF--_50,20231130,1
20230823_MTWTF--_83,20231130,1
20220522_MTWTF--_1,20231201,1
20220522_MTWTF--_2,20231201,1
20220522_MTWTF--_3,20231201,1
20220904_----F--_8,20231201,1
20220904_M-W-F--_11,20231201,1
20220904_MT--F--_12,20231201,1
20220904_MT-TF--_13,20231201,1
20220904_MTW-F--_14,20231201,1
20220904_MTWTF--_16,20231201,1
20220904_MTWTF--_19,20231201,1
20220904_MTWTF--_27,20231201,1
20220905_MTWTF--_28,20231201,1
20220905_MTWTF--_38,20231201,1
20220926_M-W-F--_36,20231201,1
20230820_----F--_41,20231201,1
20230820_MTWTF--_42,20231201,1
20230821_MTWTF--_49,20231201,1
20230821_MTWTF--_50,20231201,1
20230823_MTWTF--_83,20231201,1
20230831_----F--_85,20231201,1
20230928_----F--_91,20231201,1
